series,season,number,title,director,writer,air_date,description
I Dream of Jeannie,3,18,"Genie, Genie, Who's Got the Genie?: Part 3",Hal Cooper,James Henerson,1968-01-30,"Jeannie II shows up and when she finds out Jeannie is locked in the safe, she switches assignments between Tony and another officer (Mike Farrell), which sends Tony to the Middle East—Jeannie II's home turf. While in Baghdad Tony searches for Haji, the chief of the genies, but Jeannie II captures him and imprisons him in a birdcage. Roger tries to rescue Tony but suffers the same fate. Jeannie II is found out by her own master, Habib (Ted Cassidy), who orders her to let them go."
I Dream of Jeannie,3,19,"Genie, Genie, Who's Got the Genie?: Part 4",Hal Cooper,James Henerson,1968-02-06,"Jeannie tells Tony that whoever opens the safe will become her master. So, with demolition expert Dr. Wedemeyer (Benny Rubin) on his way to NASA to open the safe, Tony disguises it as an ice cream cart in order to get it home and open it first. With time running out, Tony defuses the bomb at Wedemeyer's direction but tricks him into leaving just before he finishes the last combination digit.

Guest Star: Ron Masak as Joe the ice cream man."
I Dream of Jeannie,3,20,"Please, Don't Feed the Astronauts",Hal Cooper,Ron Friedman,1968-02-13,"Paul Lynde makes another appearance, this time as nutrition expert Commander Porter, who tests Tony and Roger to exhaustion in a hospital lab. To help out, Jeannie blinks both Tony and Roger into a super energetic state. Porter concludes that their energy is coming from his own special vitamin pills, and that they're ready for the real test: five days and nights on Skull Island living off the land without supplies. Porter accompanies them and joins the survival test. Jeannie creates conspicuous sources of food but covers it up by getting Porter to conclude that his nutrition-deprived state is causing him hallucinations."
I Dream of Jeannie,3,21,"My Master, the Ghostbreaker",Hal Cooper,Christopher Golato[n 1],1968-02-20,"Unscrupulous estate agent James Ashley (Jack Carter) shows up and informs Tony he's inherited an English castle. Tony, Roger and Jeannie visit the castle, but Ashley is working to convince them the place is haunted. Tony soon discovers that Ashley has already tried to sell the castle to Sir Widgin Willingham (Ronald Long) and reckons Ashley is behind the fake haunting. The next night in the house, Tony exposes Ashley, but Ashley and Willingham flee when a ""real"" ghost appears. Tony assumes Jeannie is pulling a trick, but when she denies it, Roger, Tony and Jeannie beat a hasty retreat too.

Leslie Randall appears as Chauncy Smedley, the butler."
I Dream of Jeannie,3,22,"Divorce, Genie Style",Hal Cooper,James Henerson,1968-02-27,"Jeannie feels inadequate when Tony extols the domestic skills of Mrs. Bellows. To prove she's equally capable, Jeannie asks Haji to remove her genie powers, to which he agrees—but for one week only. Unable to blink away when Mrs. Bellows shows up unannounced, Jeannie tries to explain her presence, but Mrs. Bellows forms the impression that Jeannie and Tony are secretly married and is appalled that she dresses in a harem costume and calls Tony ""master."" Mrs. Bellows concludes that Tony is a tyrannical husband, and that Jeannie needs a divorce. When Jeannie tries to explain to Mrs. Bellows and a lawyer that she actually is a genie, they think she's a fruitcake. 

Woodrow Parfrey appears as Mr. Murdock, Jeannie's divorce lawyer."
I Dream of Jeannie,3,23,My Double-Crossing Master,Hal Cooper,Mark Rowane[n 1],1968-03-05,"Tony makes a bet with Roger that Jeannie would never be interested in any man but him. To prove it, Tony disguises himself as a British officer, and expresses interest in Jeannie. Jeannie sees through Tony's disguise and plays along, accepting his advances. Tony grows more and more jealous as his ploy continues to flop."
I Dream of Jeannie,3,24,Have You Ever Had a Jeannie Hate You?,Claudio Guzman,Allan Devon[n 1],1968-03-12,"Jeannie II shows up with a pair of potions, one that makes a person irresistibly lovable and the other detestable, and offers them to Jeannie for her use. But she secretly switches them and Jeannie sprinkles Tony with the wrong one, causing her to hate him with murderous intensity. Roger gets sprinkled with the other one. Jeannie II later brags to Tony about what she's done. Tony grabs the potions, finds Roger and Jeannie, and tricks Jeannie into sprinkling the love potion on him. A final trick on Jeannie II fools her into leaving."
I Dream of Jeannie,3,25,Operation: First Couple on the Moon,Claudio Guzman,Arthur Julian,1968-03-19,"Jeannie II is back and this time gets Jeannie worried that Tony will be paired with a beautiful woman in project ""First Couple on the Moon."" As usual, her only interest is in hooking up with Tony and to ""help,"" she poses as Dr. Rita Walters and competes against the beautiful Professor Henrietta Swanson (Kay Reynolds) for the position as Tony's partner. Jeannie II wins the spot using her powers. When Jeannie tells Tony Dr. Walters is really Jeannie II, they plot to get rid of her. In the end, Dr. Bellows scrubs the mission.

Guest Star: William Smith as Turk Parker, Henrietta's fiancé."
I Dream of Jeannie,3,26,Haven't I Seen Me Someplace Before?,Claudio Guzman,Marty Roth,1968-03-26,"Roger once again blows a free wish from Jeannie when he accidentally wishes aloud that he could swap places with Tony in order to go on a special mission Tony has been selected for. The wish results in their switching bodies, which Roger does not realize at first, though Tony and Jeannie do. Jeannie and Tony must try to find Roger since only he can undo the wish and the mission is almost upon them. Along the way they arouse the suspicions of Dr. and Mrs. Bellows and have to work hard to counter them. While in hospital, Dr. Bellows gets egg on his face when he tries to show Gen. Peterson how Roger and Tony have become schizophrenic."
I Dream of Jeannie,4,1,U-F-Ohh Jeannie,Hal Cooper,Marty Roth,1968-09-16,"As Tony and Roger are testing an experimental aircraft that looks like a flying saucer, Jeannie pops aboard to bring Tony lunch and pops out again, but her added weight causes the aircraft to land far off course. A family of hillbillies (J. Pat O'Malley and Kathleen Freeman) take them for Martians and hold them hostage at gun point. Tony plays on their greed by suggesting a reward awaits them if they're turned in to NASA. One of the hillbilly men takes a shine to Jeannie and she has to play defense against his unwanted aggressions while she tries to find the captive astronauts.

Guest star: William Bassett as Clem"
I Dream of Jeannie,4,2,Jeannie and the Wild Pipchicks,Claudio Guzman,James Henerson,1968-09-23,"Jeannie's mother sends her a package of ""pipchicks""—her favorite, homemade candies. Pipchicks have the unusual but temporary side effect of giving the consumer enormous strength. Dr. Bellows gets ahold of one, experiences the effect and insists Tony give the recipe to a NASA dietician (Reta Shaw). When Tony explains that he ad libs when he cooks, Dr. Bellows simply orders him to bake up a new batch. Jeannie gets her mother to give up the recipe for Tony but this recipe has a different side effect: removing a person's inhibitions. All involved eat some of the new batch, throw caution to the wind and let it all hang out."
I Dream of Jeannie,4,3,Tomorrow is Not Another Day,Hal Cooper,Bruce Howard,1968-10-07,"Tony's morning newspaper doesn't get delivered so Roger suggests Jeannie blink one up, but when she asks for the date he gives her the wrong one. The paper she blinks up is for the next day instead, and features a headline saying an unnamed astronaut has broken his leg. Tony and Jeannie rush out to find Roger, worrying the headline might be referring to him. But Roger, who has taken the paper's sports section, is off to the horse races to place bets on the winners he alone has fore-knowledge of. 

Guest star: Rosey Grier as Sam, Roger's masseur"
I Dream of Jeannie,4,4,Abdullah,Claudio Guzman,Marty Roth,1968-10-14,"Jeannie agrees to babysit her baby nephew, Abdullah (who has infant magic powers), while her brother and his wife are taking a late honeymoon. She also agrees to fill in for them in the service of The Sultan of Hyderabad for a day, leaving Tony and Roger to take care of the ceaselessly crying infant genie. Tony has to scramble to hide all traces of Abdullah from Dr. Bellows.

Jane Dulo appears as a nurse."
I Dream of Jeannie,4,5,Have You Heard the One About the Used Car Salesman?,Hal Cooper,James Henerson,1968-11-04,"While Jeannie is trying to help Tony with his car's dead battery, she accidentally drives off and immediately crashes it. The car winds up in the hands of unscrupulous used car dealer Carl Tucker (Carl Ballantine) where Jeannie tries to have it repaired. Jeannie figures out Tucker is a cheat and blinks up trouble for him while he's filming a live TV commercial. Afterwards, Tony tries to convince a traffic cop that Jeannie is a computer when the cop pulls the car over with no driver and Jeannie alone in the back seat.
Guest star: Bob Hastings as Homer Banks, Amanda Bellows's cousin, who makes unwanted advances to Jeannie. Henry Beckman appears as a policeman.

Note: Bob Hastings, Carl Ballantine and Henry Beckman all starred in McHale's Navy (Beckman in fourth season only)."
I Dream of Jeannie,4,6,"Djinn-Djinn, Go Home",Hal Cooper,James Henerson,1968-11-11,"During a visit to Tony's house, Amanda Bellows finds a friendly dog at his front door and wants to adopt it. But it's Jeannie's dog,  Djinn-Djinn, who's come home to his mistress. Tony quickly learns that Djinn-Djinn has some inconvenient habits, like turning invisible at will and launching attacks on anyone wearing a uniform. Tony has to repeatedly invent ways to keep Mrs. Bellows from taking the magical mutt home with her—and ways to get him back when she succeeds. Djinn-Djinn wreaks havoc when Mrs. Bellows leaves him at the base—a haven of walking uniforms."
I Dream of Jeannie,4,7,The Strongest Man in the World,Claudio Guzman,Ray Singer,1968-11-18,"Jeannie blinks Tony temporary super strength to help him dispense with some thugs who harass them at a movie theatre. A visiting Air Force general witnesses Tony's handiwork and insists Tony be the Air Force's contender in an armed forces boxing tournament. The general has a personal stake in an Air Force boxer beating the rival marine boxer, adding to the pressure on Tony to win. Before the fight, Jeannie gets trapped in a locker and is unable to help Tony until the final round.

Guest Star: Richard X. Slattery as Gen. Hamilton, Jerry Quarry as himself, ""Slapsie Maxie"" Rosenbloom as himself, Pepper Martin appears as Killer Culligan."
I Dream of Jeannie,4,8,Indispensable Jeannie,Claudio Guzman,James Henerson,1968-11-25,"Tony and Roger must spend a week together in Tony's house as a compatibility test for long space flights together. Tony sends Jeannie away, but she returns to put the house ""on automatic"" such that it magically responds to any expressed wish. Tony and Roger constantly irritate each other, and when Dr. Bellows hears they're not getting along he wants to split them up as a team. Jeannie causes Dr. Bellows and his wife to have a fight themselves so that he'll realize arguments are less important than a true bond.

Guest star: Roger Garrett as Joe"
I Dream of Jeannie,4,9,Jeannie and the Top Secret Secret,Hal Cooper,Searle Kramer,1968-12-02,"Tony takes the day off to celebrate his third anniversary together with Jeannie, but Dr. Bellows calls to demand he come immediately to the base. There, Dr. Bellows orders him to fly to The Pentagon to deliver a top secret NASA film. Tony receives instructions to meet a Sgt. Marion (Joseph V. Perry), who will transfer the film to him. Jeannie eavesdrops on the conversation and concludes Tony is meeting a woman named ""Marion,"" then alters the film out of spite. The Air Force brass are not amused with the comic reel Tony presents at the secret meeting. 
Sabrina Scharf appears as a woman Jeannie thinks Tony is meeting.

Note: Vinton Hayworth plays General Watson, but would soon take the recurring role of General Schaeffer, succeeding General Peterson."
I Dream of Jeannie,4,10,How To Marry an Astronaut,Hal Cooper,James Henerson,1968-12-09,"Jeannie II returns and, seeing that Jeannie has not yet tied the knot with Tony, offers to teach her how to marry the man she wants. She uses Roger to demonstrate her strategies on, eventually getting him to propose, but when Jeannie tries the same techniques on Tony they fall flat. Tony's attempts to warn Roger off having anything to do with Jeannie II fall on deaf ears. At the wedding altar Jeannie II swaps Tony for Roger but Jeannie foils her scheme and traps her in a champagne bottle."
I Dream of Jeannie,4,11,Dr. Bellows Goes Sane,Richard Kinon,James Henerson,1968-12-16,"Dr. Bellows assembles a dossier on all the unexplained incidents involving Tony in order to document them and to show General Peterson. But the effort backfires when General Peterson takes the fanciful claims in the report as evidence that Dr. Bellows has gone around the bend. The General replaces Dr. Bellows with unorthodox psychiatrist Dr. Corbett (Joe Flynn), who intends to use truth serum and ""hypnodiscs"" on Tony to get him to reveal his secrets. Tony and Jeannie try to make Dr. Corbett believe he's losing his mind, but they can't quite get it right.

Note: This episode is the last one recorded by Barton MacLane (playing Gen. Peterson), though three episodes aired after his death."
I Dream of Jeannie,4,12,Jeannie the Guru,Claudio Guzman,James Henerson,1968-12-30,"Tony gives a ride to hippie hitchhiker Suzie (Hilarie Thompson), who happens to be the daughter of his new commanding officer, General Schaeffer (Vinton Hayworth). The General disapproves of that hippie nonsense, and in particular has it in for a character named “Harold” (Michael Margotta) who's been hanging around Suzie. Suzie invites herself into Tony's life (and house), along with Harold. Adding to Tony's troubles, Gen. Schaeffer charges him with chaperoning Suzie and keeping Harold at bay. But Suzie has witnessed Jeannie's blinking talents and blackmails Tony into breaking the news to her father that she plans to marry Harold. When the General shows up at Tony's house, Jeannie transforms Harold into a clean-cut, well dressed version of himself, and Suzie quickly loses interest.

Note: This is the first appearance of General Schaeffer, and it aired 2 days before the death of Barton MacLane, who played General Peterson."
I Dream of Jeannie,4,13,"The Case of My Vanishing Master, Part 1",Hal Cooper,James Henerson,1969-01-06,"Suspecting a security leak, NASA sends Tony to a secret location to finish design work on a spacecraft before he has a chance to inform Jeannie and Roger. NASA replaces Tony with a look-alike double who knows nothing of Tony's personal life, and is surprised to find Jeannie at Tony's house, at first thinking she's a maid. Fake Tony finally concludes that Jeannie is Tony's girlfriend, but is bewildered by the inexplicable happenings she blinks up, though he never witnesses her working magic. Jeannie is over the moon when the double inadvertently gives her the impression that he—or Tony rather—wants to marry her. 

Benny Rubin appears as an Arabian Reverend."
I Dream of Jeannie,4,14,"The Case of My Vanishing Master, Part 2",Hal Cooper,James Henerson,1969-01-13,"Roger discovers Tony has been replaced by a double and races to Tony's house to prevent fake Tony from showing Dr. Bellows Jeannie's tricks. Roger convinces Jeannie that the double is not Tony before he gets a chance to reveal Jeannie's nature to Dr. Bellows, and out of anger she torments the double with mean tricks. Jeannie presses Roger to help her find Tony, but the situation is more urgent still, as fake Tony is in fact a double-agent working for a foreign power, sent to steal the project the real Tony is working on. The confusions multiply when Tony returns home and everyone takes him for fake Tony."
I Dream of Jeannie,4,15,Ride 'Em Astronaut,Claudio Guzman,James Henerson,1969-01-27,"Jeannie is the millionth customer at a local market, which gets her crowned Queen of the Supermarket by the Store Manager (Richard Erdman). The Queen gets to be queen of Charles Akins's (John Myhers) Wild West Rodeo too, and dating the rodeo's top performer comes with the job. Tony and Roger dress up as cowboys so they can keep an eye on Jeannie at the rodeo, but accidentally sign up as rodeo competitors. Cowboy Tony has two left feet as a rodeo performer until Jeannie steps in. 
Mark Miller appears as Wild Bill Barrows, who wants a crack at Jeannie.

Note: The ending is stock footage from the Season 3 episode, ""Tony's Wife""."
I Dream of Jeannie,4,16,Invisible House For Sale,Hal Cooper,James Henerson,1969-02-03,"Tony spends his spare time working around the house and not with Jeannie, so, following Roger's suggestion, Jeannie puts the Nelson house up for sale so they can move into an apartment. When a snooty home buyer comes to see the house, Jeannie makes it appear regal and opulent, blinking mansion-scale rooms behind its humble doors. The buyer thinks it's a steal and puts down a deposit. Tony finds out what's afoot and has Jeannie put a stop to the deal, which she tries to do by making the house invisible.

Guest stars: Harold Gould as Irwin Winkler. Joan Tompkins as Mrs. Natalie Winkler."
I Dream of Jeannie,4,17,"Jeannie, the Governor's Wife",Hal Cooper,Christopher Golato[n 1],1969-02-10,"Jeannie hears about an upcoming gubernatorial election and insists Tony run for the office, blinking up “Nelson for Governor” posters which Dr. Bellows immediately discovers in Tony's office. Oblivious to the ramifications, Roger enthusiastically encourages the endeavor but Tony has no interest in leaving the space program. Jeannie and Roger persist and Jeannie finally blinks up a noisy campaign party in Tony's office. But she puts an end to it all when her magic future-revealing nickelodeon machine shows Tony marrying another woman. Dr. Bellows looks crazy when he bursts in with Gen. Peterson to show him the party in Tony's office, which Jeannie has just blinked out of existence.

Note: This is the 1st of 3 posthumous appearances of Barton MacLane as General Peterson."
I Dream of Jeannie,4,18,Is There a Doctor in the House?,Oscar Rudolph,Christopher Golato[n 1],1969-02-17,"Tony instantly falls into a deep sleep whenever he hears whistles or sirens. Jeannie concludes correctly that her mother is behind it and demands she fix the condition; Jeannie's mother consents, but explains she must do it in person. While trying to cure Tony she accidentally gives Dr. Bellows the same condition, then falls for him as he lies unconscious. Gen. Peterson and Dr. Bellows both think they're cracking up.

Note: This is the 2nd of 3 posthumous appearances of Barton MacLane as General Peterson."
I Dream of Jeannie,4,19,The Biggest Star in Hollywood,Claudio Guzman,James Henerson,1969-02-24,"Tony and Dr. Bellows are preparing for a trip to Hollywood but Tony forbids Jeannie to go. While shopping for the trip at a clothing store with Tony, Jeannie is spotted by Gary Owens and George Schlatter of Rowan & Martin's Laugh-In. They see what they think is Jeannie pulling off a magic trick as she appears inside a mirror, and propose to sign her for the TV show. Smelling an opportunity to exploit the situation, Roger claims to be her agent and convinces her to come to Hollywood under the name ""Princess Armena."" Nosy Hollywood reporters complicate matters for Tony as he tries to keep ""Princess Armena"" under wraps and away from Dr. Bellows.

Guest stars: Sid Melton as photographer Doug Reynolds; Gary Owens, George Schlatter, Arte Johnson and Judy Carne as themselves."
I Dream of Jeannie,4,20,The Case of the Porcelain Puppy,Claudio Guzman,James Henerson,1969-03-03,"Jeannie practices a new spell that changes objects into porcelain, including Tony's hat and briefcase, which Tony must explain to Dr. Bellows after he watches both shatter. Tony tells him he's taken up pottery as a hobby, and when Amanda Bellows insists on coming to see Tony's work, has Jeannie turn the garage into a work studio. While populating the studio with items, Jeannie accidentally turns her dog Djinn-Djinn into porcelain. Not knowing of porcelain Djinn-Djinn, Tony offers Mrs. Bellows anything that strikes her fancy, and she picks the dog. Mrs. Bellows calls in fine oriental porcelain expert Dr. Farber (Woodrow Parfrey), who judges the work to be a 15th century masterpiece. Jeannie brings porcelain Djinn-Djinn back to life at NASA whereupon he terrorizes everyone around.

Note: Barton MacLane appears as General Peterson for the final time in this episode. (MacLane died of double pneumonia on New Year's Day, 1969.)"
I Dream of Jeannie,4,21,Jeannie for the Defense,Hal Cooper,Bruce Howard,1969-03-10,"Tony gets caught in a speed trap in a small town where he and Roger have gone for a fishing trip. They encounter more trouble when Tony's fender gently bumps another car in the same town. The car owners (Kay E. Kuter and Ann Morgan Guilbert), are insurance fraud scam artists, who fake injuries and sue Tony. At the trial, Roger does more harm than good, but Jeannie manages to expose the fraudsters.

Guest Stars: Dick Sargent as Norman Cashman, Tony's lawyer. J. Pat O'Malley as Judge Elroy Miller. William Bassett as Sam Farrow, the prosecutor. William Bramley as the policeman."
I Dream of Jeannie,4,22,Nobody Loves a Fat Astronaut,Claudio Guzman,Christopher Golato[n 1],1969-03-17,"Jeannie II is back and this time cons Jeannie into letting her convince Tony he shouldn't go on an upcoming Moon shot, pointing out the dangers. Rather than attempt any ""convincing,"" Jeannie II uses her magic to make Tony appear to be cracking up in front of his superiors, hoping he'll be enraged at what he thinks are Jeannie's tricks and throw her out. Tony is indeed furious, but instead of throwing Jeannie out, asks her to undo the damage. They manage to fix things but Jeannie II has more tricks up her sleeve.

Note: This is the first appearance of General Schaeffer after the death of Barton MacLane, who played General Peterson. General Schaeffer had previously appeared in episode 99."
I Dream of Jeannie,4,23,Around the Moon in 80 Blinks,Claudio Guzman,James Henerson,1969-03-24,"Jeannie has a cold that she passes on to Tony just before his orbital flight around the Moon. When she sees Tony on TV communicating with NASA, his cold symptoms convince her to blink him home so she can care for him. But her cold affects her powers and she accidentally blinks down Commander Leslie Wingate (Richard Mulligan), who concludes he's hallucinating. Wingate takes a sleeping pill hoping to sleep off his ""hallucination."" Jeannie manages to blink Tony down next but refuses to blink them back to the capsule, fearing she might miss. So she blinks herself to the capsule to help Roger, leaving Tony to hide himself and the now groggy Wingate when Amanda and Dr. Bellows walk into Tony's to decorate it for a party. Tony has his hands full keeping Wingate under the impression he's still hallucinating and simultaneously keeping them both out of sight."
I Dream of Jeannie,4,24,Jeannie-Go-Round,Claudio Guzman,James Henerson,1969-04-07,"Jeannie II once again hopes to get Tony to dump Jeannie by impersonating her without Tony's knowing. This time she gets Tony to think Jeannie's turned against him out of anger at his leaving her home on the night of a promised date. Jeannie II trails Tony to the Cocoa Beach Cabana where she appears as Jeannie and embarrasses Tony in front of the crowd and the Bellowses. Back at home, Tony angrily orders Jeannie to her bottle but can't understand what's happening as Jeannie II keeps appearing (as Jeannie) and playing more tricks on him. Eventually Jeannie gets out and puts Jeannie II in her place.

Dave Barry appears as the night club comedian."
I Dream of Jeannie,4,25,Jeannie and the Secret Weapon,Leo Garen,Larry Markes,1969-04-14,"Tony and Roger are working on plans for AGNES, a new flying space station. Jeannie believes AGNES won't fly and blinks up a scale model to prove it. Dr. Bellows sees the model but Tony claims it's a toy and hastily has Jeannie get rid of it. She gifts it to a boy she sees in a park, but also gives it the power to fly. Coincidentally, the boy's father is a toy inventor who's produced nothing but failures and now he wants to capitalize on the boy's find. Dr. Bellows tells AGNES's inventor, Marvin Oglethorpe (Richard Schaal), of the model but can't constrain him as Oglethorpe accuses Tony and Roger of having stolen the plans for the secret weapon and sold them to a toy manufacturer. Meanwhile the boy's father actually does sell the model to a toy manufacturer.

Guest Stars: Ron Masak as MacWhorter, the inventor father."
I Dream of Jeannie,4,26,Blackmail Order Bride,Claudio Guzman,James Henerson,1969-05-12,"After Tony refuses to give information on his private life at a press conference, unscrupulous reporter Charlie Farnum (George Furth) disguises himself as a plumber and gains access to the Nelson home by convincing the unsuspecting Jeannie he must do work on their pipes. Farnum imagines he will receive the Pulitzer Prize if he can get the scoop on Tony's private life and hides cameras and tape recorders about the house. Tony and Jeannie discover the ruse and ruin all evidence of Jeannie's existence. Farnum then stoops to blackmail by getting his wife (Barbara Bostock) and two sons to pose as the wife and children Tony had abandoned years previously. Jeannie briefly believes it, but after discovering the truth she and Tony turn the tables on Farnum."
I Dream of Jeannie,5,1,Jeannie at the Piano,Hal Cooper,James Henerson,1969-09-16,"Jeannie casts a spell on the clunky, saloon-quality piano in the Air Force base recreation room, making Tony appear to be a virtuoso when he sits at it to play (immediately after he's complained to Dr. Bellows that he can barely play Chopsticks). Amazed by Tony's talent, Gen. Schaeffer (Vinton Hayworth) books Tony on a nationwide concert tour. Roger appoints himself Tony's agent and undermines Tony's attempts to sabotage the tour. Without the magic instrument Tony can't play a thing so he must go to great lengths to ensure the humble spinet is with him at every concert stop."
I Dream of Jeannie,5,2,"Djinn-Djinn, the Pied Piper",Claudio Guzman,James Henerson,1969-09-23,"Jeannie's uniform-shredding genie-dog, Djinn-Djinn, returns and when Gen. Schaeffer, who is proud of his highly trained Great Dane, sees Tony with the magical mutt, he insists on getting the dogs together at a park to compare their training skills. Tony tries to get out of it but Djinn-Djinn has other ideas. A combination of Jeannie's magical misfires and Djinn-Djinn's tricks results in the two dogs' going missing and winding up at Animal Control. Tony goes to retrieve them but must once again face the chaos that surrounds the occasionally invisible but almost always destructive magic dog.

Guest star: Dick Wilson as Dockweiler the dog catcher."
I Dream of Jeannie,5,3,Guess Who's Going to Be a Bride? Part 1,Hal Cooper,James Henerson,1969-09-30,"Jeannie's Uncle Suleiman (Jackie Coogan) comes to visit. Tony at first mistakes him for Amir Yachmin (Frank De Vol), a foreign dignitary that Tony has been ordered to take on a tour of NASA. Unfortunately, the true Amir is from a country that is an enemy of uncle Suleiman, and when Suleiman catches sight of him, he tries several ways of doing away with the Amir. The Amir catches on to the attempts, but believes Tony is the one responsible. Meanwhile, Jeannie is unsuccessful in her attempts to get Tony to agree to marry her. Dejected, she takes up Suleiman's offer to become queen of his home country, and to marry a local suitor. But Tony's problems are just starting as the Amir accuses him of attempted murder, which forces the Air Force brass to relieve him of his duties."
I Dream of Jeannie,5,4,Guess Who's Going to Be a Bride? Part 2,Hal Cooper,James Henerson,1969-10-07,"After Jeannie leaves Cocoa Beach, Tony realizes he can't live without her. He can't pursue her though because the incident with the Amir has forced Dr. Bellows to drop him from the astronaut program, and assign him duty in Alaska with Roger. Presently they're reinstated and are ordered to return to NASA, but Tony diverts his flight to Baghdad to seek after Jeannie, who now believes Tony does not care for her, and whom her uncle has decreed shall marry the first suitor who can answer a royal riddle. Unfortunately, he who answers the riddle incorrectly is rewarded with immediate execution, which Tony discovers the hard way. Jeannie manages to blink them out of the situation in the nick of time, and when they return to NASA, Tony announces they're engaged—which surprises even Jeannie."
I Dream of Jeannie,5,5,Jeannie's Beauty Cream,Hal Cooper,Joanna Lee,1969-10-14,"Jeannie gives Amanda Bellows some of her beauty cream. But the cream has unnatural powers which cause Mrs. Bellows to appear as a much younger woman whom no one recognizes. Mrs Bellows cannot understand why everyone at NASA treats her as a stranger. Tony is on to the situation and tries to shield her from the unrecognizing world. The problem is to get her out of public and back to her house. Roger is dispatched to the Bellows home to destroy all the mirrors to prevent Mrs. Bellows from seeing her reflection. Tony and Roger have double the trouble when Dr. Bellows comes home and they must prevent him from catching sight of Mrs. Bellows too. Finally, Tony has Jeannie create a new cream that changes Mrs. Bellows back to normal.

Guest Stars: Harold Gould as General Whetherby and Laraine Stephens as the changed Mrs. Bellows."
I Dream of Jeannie,5,6,Jeannie and the Bachelor Party,Hal Cooper,"Dick Bensfield, Perry Grant",1969-10-21,"Tony doesn't want a bachelor party but Roger and Dr. Bellows plan one anyway. Dr. Bellows's idea for the party includes poker, cigars and football films, while Roger wants dancing girls, booze and a girl popping out of a cake; but they agree the plan should be kept secret, and hatch a plan to invite the party attendees to a ""secret meeting"" on the base. Amanda Bellows becomes suspicious and convinces Jeannie to accompany her to NASA to expose the scheme, and to show her that ""men are liars."" When Mrs. Bellows arrives she gets a double dose of confusion and gaslighting as the officers go all in on the party cover-up."
I Dream of Jeannie,5,7,The Blood of a Jeannie,Claudio Guzman,John L. Greene,1969-10-28,"Jeannie and Tony go to ""Ormandy's"" jewelry store to pick out her wedding ring before they go for their blood tests. When Jeannie tells Tony she has blood just like everybody else, ""with red and green corpuscles"" Tony realizes they must substitute someone else's blood for Jeannie's, so they recruit Roger. But Roger has just gotten a series of inoculations and now Dr. Bellows thinks Jeannie is a walking epidemic and insists on giving her a physical. Before the physical, Jeannie wants to settle a score from earlier in the day, and  blinks Ormandy's into Tony's office to catch a pickpocket (Ned Glass) who had lifted Tony's wallet. With dilated eyes from her eye exam Jeannie cannot properly blink the jewelry store back to where it belongs.

Ivor Francis plays Ormandy, the jewelry store owner."
I Dream of Jeannie,5,8,See You in C-U-B-A,Hal Cooper,John McGreevey,1969-11-04,"Jeannie blinks Tony out of the cockpit of a fully automatic military plane, wanting him to focus on what to serve for their luncheon that afternoon. She returns him to his plane, but lands it in Cuba rather than its intended destination of Puerto Rico. There, Tony finds himself a prisoner of a Cuban soldier who now thinks himself a hero with a valuable prisoner. Roger gets Jeannie to blink Tony home but she leaves the plane in Cuba. She then blinks Tony back to Cuba but sends Roger along to help him escape a suspicious Mrs. Bellows. Later, when the luncheon starts, she blinks both of them back, along with the plane, that's now parked in the street outside the Nelson house.

Guest stars: Pedro Gonzalez Gonzalez as Jose, Farrah Fawcett as Tina, Roger's girlfriend."
I Dream of Jeannie,5,9,The Mad Home Wrecker,Hal Cooper,Howard Ostroff,1969-11-11,"The Bellowses hire modern artist Helasco (Michael Lipton) to redecorate Tony's house as a wedding present. To everyone's horror, Helasco turns the place into a gaudy, avant-garde nightmare. Tony's forbidden to enter the house during the remodel so poses as a house painter to get in, hates what he sees and goes about wrecking what he can before Helasco kicks him out. Despite hating the designs Jeannie feels sorry for Helasco and restores his work. But everyone else hates the work too, so Jeannie blinks up a more conventional design when nobody's looking and Helasco gets a turn at being horrified."
I Dream of Jeannie,5,10,Uncles a Go-Go,Russ Mayberry,Ron Friedman,1969-11-25,"Two of Jeannie's English uncles—Azmire (Ronald Long) and Vasmir (Arthur Malet)—come visiting in order to vet Tony as their niece's prospective groom prior to the wedding. Jeannie is at her wit's end trying to appease them but they're seeking opposite qualities: one wants Tony bawdy, the other, gentlemanly. Both uncles go to NASA where Vasmir poses as Dr. Bellows to test Tony, and Azmire does likewise but as Gen. Schaeffer. After Tony passes their tests they get him out of hot water with the real Bellows and Schaeffer."
I Dream of Jeannie,5,11,The Wedding,Claudio Guzman,James Henerson,1969-12-02,"Tony and Jeannie are finally about to marry, and with Roger as best man. But since genies cannot be captured on film, Tony and Jeannie must figure out how to keep all the wedding photographers at bay. Jeannie panics and almost calls off the wedding, and considers eloping instead. But she comes up with a solution: to use a robotic mannequin to pose as her and be photographed until the instant when the vows are recited. Jack Smith appears as Rev. Weems."
